word,translation,language,category,subcategory,part_of_speech,difficulty_level,curriculum_level,example_sentence,example_translation,phonetic,gender,irregular_forms,synonyms,antonyms,tags,article,base_word,
camiseta,t-shirt,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Llevo una camiseta blanca.,I wear a white t-shirt.,/kamiˈseta/,f,,,,clothes,la,camiseta,
camisa,shirt,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Me pongo una camisa azul.,I put on a blue shirt.,/kaˈmisa/,f,,,,clothes,la,camisa,
pantalones,trousers,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Llevo pantalones negros.,I wear black trousers.,/pantaˈlones/,m pl,,,,clothes,los,pantalones,
falda,skirt,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,La falda es corta.,The skirt is short.,/ˈfalda/,f,,,,clothes,la,falda,
vestido,dress,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,El vestido es elegante.,The dress is elegant.,/besˈtiðo/,m,,,,clothes,el,vestido,
chaqueta,jacket,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Me pongo una chaqueta cuando hace frío.,I put on a jacket when it's cold.,/tʃaˈketa/,f,,,,clothes,la,chaqueta,
abrigo,coat,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,El abrigo es muy cálido.,The coat is very warm.,/aˈβɾiɣo/,m,,,,clothes,el,abrigo,
zapatos,shoes,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mis zapatos son nuevos.,My shoes are new.,/θaˈpatos/,m pl,,,,clothes,los,zapatos,
calcetines,socks,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Me pongo calcetines limpios.,I put on clean socks.,/kalθeˈtines/,m pl,,,,clothes,los,calcetines,
cinturón,belt,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,El cinturón es de cuero.,The belt is made of leather.,/θintuˈɾon/,m,,,,clothes,el,cinturón,
sombrero,hat,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,El sombrero me protege del sol.,The hat protects me from the sun.,/somˈbɾeɾo/,m,,,,clothes,el,sombrero,
bufanda,scarf,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Llevo bufanda en invierno.,I wear a scarf in winter.,/buˈfanda/,f,,,,clothes,la,bufanda,
guantes,gloves,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Me pongo guantes cuando hace frío.,I put on gloves when it's cold.,/ˈɡwantes/,m pl,,,,clothes,los,guantes,
bolso,bag,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Llevo mi bolso al trabajo.,I take my bag to work.,/ˈbolso/,m,,,,clothes,el,bolso,
gafas,glasses,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Las gafas son nuevas.,The glasses are new.,/ˈɡafas/,f pl,,,,clothes,las,gafas,
¿Cuánto cuesta?,How much does it cost?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Cuánto cuesta esta camisa?,How much does this shirt cost?,/ˈkwanto ˈkwesta/,,,,shopping,,¿Cuánto cuesta?,,
¿Tiene esto en otra talla?,Do you have this in another size?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Tiene esto en otra talla?,Do you have this in another size?,/ˈtjene ˈesto en ˈotra ˈtaʎa/,,,,shopping,,¿Tiene esto en otra talla?,,
¿Puedo probármelo?,Can I try it on?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Puedo probármelo?,Can I try it on?,/ˈpweðo pɾoˈβaɾmelo/,,,,shopping,,¿Puedo probármelo?,,
¿Aceptan tarjetas?,Do you accept cards?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Aceptan tarjetas?,Do you accept cards?,/aˈθeptan taɾˈxetas/,,,,shopping,,¿Aceptan tarjetas?,,
Está muy caro.,It’s very expensive.,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,Está muy caro.,It’s very expensive.,/esˈta muj ˈkaɾo/,,,,shopping,,Está muy caro.,,
¿Hay descuento?,Is there a discount?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Hay descuento?,Is there a discount?,/aj desˈkwento/,,,,shopping,,¿Hay descuento?,,
Me lo llevo.,I’ll take it.,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,Me lo llevo.,I’ll take it.,/me lo ˈʝeβo/,,,,shopping,,Me lo llevo.,,
¿Puedo pagar en efectivo?,Can I pay in cash?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Puedo pagar en efectivo?,Can I pay in cash?,/ˈpweðo paˈɣaɾ en efekˈtiβo/,,,,shopping,,¿Puedo pagar en efectivo?,,
¿Dónde está el probador?,Where is the fitting room?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Dónde está el probador?,Where is the fitting room?,/ˈðonde esˈta el pɾoβaˈðoɾ/,,,,shopping,,¿Dónde está el probador?,,
Quiero devolver esto.,I want to return this.,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,Quiero devolver esto.,I want to return this.,/ˈkjeɾo deβolˈβeɾ ˈesto/,,,,shopping,,Quiero devolver esto.,,
ropa,clothes,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,La ropa está en oferta.,The clothes are on sale.,/ˈropa/,f,,,,clothes,la,ropa,
móvil,mobile phone,es,technology_media,mobile_phones_social_media,noun,beginner,KS3,Mi móvil está en la mochila.,My mobile phone is in my backpack.,/ˈmoβil/,m,,celular,,tech,el,móvil,
celular,mobile phone,es,technology_media,mobile_phones_social_media,noun,beginner,KS3,El celular es muy útil.,The mobile phone is very useful.,/θeluˈlaɾ/,m,,móvil,,tech,el,celular,
mensaje de texto,text message,es,technology_media,mobile_phones_social_media,noun,beginner,KS3,Envía un mensaje de texto.,Send a text message.,/menˈsaxe ðe ˈteksto/,m,,sms,,tech,el,mensaje de texto,
llamada,call,es,technology_media,mobile_phones_social_media,noun,beginner,KS3,Recibo una llamada.,I receive a call.,/ʝaˈmaða/,f,,,,tech,la,llamada,
redes sociales,social media,es,technology_media,mobile_phones_social_media,noun,beginner,KS3,Uso redes sociales todos los días.,I use social media every day.,/ˈreðes soθjaˈles/,f pl,,,,tech,las,redes sociales,
seguir,to follow,es,technology_media,mobile_phones_social_media,verb,beginner,KS3,Me gusta seguir a mis amigos en Instagram.,I like to follow my friends on Instagram.,/seˈɣiɾ/,,,,tech,,seguir,,
publicar,to post,es,technology_media,mobile_phones_social_media,verb,beginner,KS3,Quiero publicar una foto.,I want to post a photo.,/publiˈkaɾ/,,,,tech,,publicar,,
compartir,to share,es,technology_media,mobile_phones_social_media,verb,beginner,KS3,Me gusta compartir videos.,I like to share videos.,/kompaɾˈtiɾ/,,,,tech,,compartir,,
bloquear,to block,es,technology_media,mobile_phones_social_media,verb,beginner,KS3,Tuve que bloquear a un usuario.,I had to block a user.,/bloˈkeaɾ/,,,,tech,,bloquear,,
internet,internet,es,technology_media,internet_digital_devices,noun,beginner,KS3,El internet es rápido en casa.,The internet is fast at home.,/inteɾˈnet/,m,,,,tech,el,internet,
ordenador,computer,es,technology_media,internet_digital_devices,noun,beginner,KS3,El ordenador es nuevo.,The computer is new.,/oɾðenaˈðoɾ/,m,,computadora,,tech,el,ordenador,
computadora,computer,es,technology_media,internet_digital_devices,noun,beginner,KS3,La computadora es portátil.,The computer is portable.,/komputaˈðoɾa/,f,,ordenador,,tech,la,computadora,
tableta,tablet,es,technology_media,internet_digital_devices,noun,beginner,KS3,La tableta es ligera.,The tablet is light.,/taˈβleta/,f,,,,tech,la,tableta,
portátil,laptop,es,technology_media,internet_digital_devices,noun,beginner,KS3,Mi portátil es muy útil.,My laptop is very useful.,/poɾˈtatil/,m,,,,tech,el,portátil,
cámara,camera,es,technology_media,internet_digital_devices,noun,beginner,KS3,La cámara toma buenas fotos.,The camera takes good photos.,/ˈkamaɾa/,f,,,,tech,la,cámara,
aplicaciones,apps,es,technology_media,internet_digital_devices,noun,beginner,KS3,Tengo muchas aplicaciones en mi móvil.,I have many apps on my phone.,/aplikaˈθjones/,f pl,,,,tech,las,aplicaciones,
descargar,to download,es,technology_media,internet_digital_devices,verb,beginner,KS3,Quiero descargar una aplicación.,I want to download an app.,/deskaɾˈɣaɾ/,,,,tech,,descargar,,
subir,to upload,es,technology_media,internet_digital_devices,verb,beginner,KS3,Voy a subir un archivo.,I am going to upload a file.,/suˈβiɾ/,,,,tech,,subir,,
navegar,to browse,es,technology_media,internet_digital_devices,verb,beginner,KS3,Me gusta navegar por internet.,I like to browse the internet.,/naβeˈɣaɾ/,,,,tech,,navegar,,
televisión,television,es,technology_media,tv,noun,beginner,KS3,La televisión está encendida.,The television is on.,/teleβiˈsjon/,f,,,,media,la,televisión,
programa,program/show,es,technology_media,tv,noun,beginner,KS3,Mi programa favorito es de cocina.,My favorite show is about cooking.,/pɾoˈɣɾama/,m,,,,media,el,programa,
serie,series,es,technology_media,tv,noun,beginner,KS3,Estoy viendo una serie nueva.,I am watching a new series.,/ˈseɾje/,f,,,,media,la,serie,
documental,documentary,es,technology_media,tv,noun,beginner,KS3,El documental es interesante.,The documentary is interesting.,/dokumenˈtal/,m,,,,media,el,documental,
episodio,episode,es,technology_media,tv,noun,beginner,KS3,El episodio dura una hora.,The episode lasts an hour.,/epiˈsoðjo/,m,,,,media,el,episodio,
canal,channel,es,technology_media,tv,noun,beginner,KS3,Cambio de canal para ver las noticias.,I change the channel to watch the news.,/kaˈnal/,m,,,,media,el,canal,
noticias,news,es,technology_media,tv,noun,beginner,KS3,Las noticias son importantes.,The news is important.,/noˈtiθjas/,f pl,,,,media,las,noticias,
anuncio,advertisement,es,technology_media,tv,noun,beginner,KS3,El anuncio es divertido.,The advertisement is funny.,/aˈnunθjo/,m,,,,media,el,anuncio,
comedia,comedy,es,technology_media,tv,noun,beginner,KS3,Me gusta la comedia.,I like comedy.,/koˈmeðja/,f,,,,media,la,comedia,
telenovela,soap opera,es,technology_media,tv,noun,beginner,KS3,La telenovela es popular.,The soap opera is popular.,/telenoˈβela/,f,,,,media,la,telenovela,
drama,drama,es,technology_media,tv,noun,beginner,KS3,Prefiero el drama.,I prefer drama.,/ˈdɾama/,m,,,,media,el,drama,
policíaca,crime/detective,es,technology_media,tv,noun,beginner,KS3,La serie policíaca es emocionante.,The crime series is exciting.,/poliˈθjaka/,f,,,,media,la,policíaca,
reality show,reality show,es,technology_media,tv,noun,beginner,KS3,El reality show es entretenido.,The reality show is entertaining.,/reˈaliti ʃou/,m,,,,media,el,reality show,
concurso,game show,es,technology_media,tv,noun,beginner,KS3,El concurso es divertido.,The game show is fun.,/konˈkuɾso/,m,,,,media,el,concurso,
dibujos animados,cartoons,es,technology_media,tv,noun,beginner,KS3,Los dibujos animados son graciosos.,Cartoons are funny.,/diˈβuxos aniˈmaðos/,m pl,,,,media,los,dibujos animados,
thriller,thriller,es,technology_media,tv,noun,beginner,KS3,El thriller es emocionante.,The thriller is exciting.,/ˈθɾileɾ/,m,,,,media,el,thriller,
ciencia ficción,science fiction,es,technology_media,tv,noun,beginner,KS3,Me encanta la ciencia ficción.,I love science fiction.,/ˈθjenθja fikˈθjon/,f,,,,media,la,ciencia ficción,
película,movie/film,es,technology_media,film,noun,beginner,KS3,La película es muy buena.,The movie is very good.,/peˈlika/,f,,,,media,la,película,
director,director,es,technology_media,film,noun,beginner,KS3,El director es famoso.,The director is famous.,/diɾekˈtoɾ/,m,,,,media,el,director,
directora,director (female),es,technology_media,film,noun,beginner,KS3,La directora ganó un premio.,The (female) director won an award.,/diɾekˈtoɾa/,f,,,,media,la,directora,
actor,actor,es,technology_media,film,noun,beginner,KS3,El actor es talentoso.,The actor is talented.,/akˈtoɾ/,m,,,,media,el,actor,
guion,script,es,technology_media,film,noun,beginner,KS3,El guion es interesante.,The script is interesting.,/ɡiˈon/,m,,,,media,el,guion,
género,genre,es,technology_media,film,noun,beginner,KS3,El género de la película es comedia.,The genre of the film is comedy.,/ˈxeneɾo/,m,,,,media,el,género,
película de guerra,war film,es,technology_media,film,noun,beginner,KS3,Me gusta la película de guerra.,I like war films.,/peˈlika ðe ˈɣera/,f,,,,media,la,película de guerra,
película de amor,romance film,es,technology_media,film,noun,beginner,KS3,Prefiero la película de amor.,I prefer romance films.,/peˈlika ðe aˈmoɾ/,f,,,,media,la,película de amor,
película de acción,action film,es,technology_media,film,noun,beginner,KS3,La película de acción es emocionante.,The action film is exciting.,/peˈlika ðe akˈθjon/,f,,,,media,la,película de acción,
película de terror,horror film,es,technology_media,film,noun,beginner,KS3,No me gusta la película de terror.,I don't like horror films.,/peˈlika ðe teˈror/,f,,,,media,la,película de terror,
película de ciencia ficción,science fiction film,es,technology_media,film,noun,beginner,KS3,La película de ciencia ficción es interesante.,The science fiction film is interesting.,/peˈlika ðe ˈθjenθja fikˈθjon/,f,,,,media,la,película de ciencia ficción,
película de comedia,comedy film,es,technology_media,film,noun,beginner,KS3,La película de comedia es divertida.,The comedy film is funny.,/peˈlika ðe koˈmeðja/,f,,,,media,la,película de comedia,
película de animación,animated film,es,technology_media,film,noun,beginner,KS3,Me encantan las películas de animación.,I love animated films.,/peˈlika ðe animaˈθjon/,f,,,,media,la,película de animación,
película de aventuras,adventure film,es,technology_media,film,noun,beginner,KS3,La película de aventuras es emocionante.,The adventure film is exciting.,/peˈlika ðe aβenˈtuɾas/,f,,,,media,la,película de aventuras,
película histórica,historical film,es,technology_media,film,noun,beginner,KS3,La película histórica es educativa.,The historical film is educational.,/peˈlika isˈtoɾika/,f,,,,media,la,película histórica,
película policíaca,crime film,es,technology_media,film,noun,beginner,KS3,La película policíaca es intrigante.,The crime film is intriguing.,/peˈlika poliˈθjaka/,f,,,,media,la,película policíaca,
música,music,es,technology_media,music,noun,beginner,KS3,Me gusta escuchar música.,I like to listen to music.,/ˈmusika/,f,,,,media,la,música,
canción,song,es,technology_media,music,noun,beginner,KS3,Esta canción es popular.,This song is popular.,/kanˈθjon/,f,,,,media,la,canción,
cantante,singer,es,technology_media,music,noun,beginner,KS3,El cantante tiene una voz bonita.,The singer has a beautiful voice.,/kanˈtante/,m/f,,,,media,el/ la,cantante,
banda,band,es,technology_media,music,noun,beginner,KS3,La banda toca en el concierto.,The band plays at the concert.,/ˈbanda/,f,,,,media,la,banda,
concierto,concert,es,technology_media,music,noun,beginner,KS3,El concierto es mañana.,The concert is tomorrow.,/konˈθjeɾto/,m,,,,media,el,concierto,
instrumento,instrument,es,technology_media,music,noun,beginner,KS3,Toco un instrumento.,I play an instrument.,/instɾuˈmento/,m,,,,media,el,instrumento,
letra,lyrics,es,technology_media,music,noun,beginner,KS3,La letra de la canción es bonita.,The lyrics of the song are beautiful.,/ˈletra/,f,,,,media,la,letra,
ritmo,rhythm,es,technology_media,music,noun,beginner,KS3,El ritmo es rápido.,The rhythm is fast.,/ˈritmo/,m,,,,media,el,ritmo,
género musical,music genre,es,technology_media,music,noun,beginner,KS3,Mi género musical favorito es el pop.,My favorite music genre is pop.,/ˈxeneɾo musiˈkal/,m,,,,media,el,género musical,
pop,pop,es,technology_media,music,noun,beginner,KS3,Me gusta la música pop.,I like pop music.,/pop/,m,,,,media,el,pop,
rock,rock,es,technology_media,music,noun,beginner,KS3,El rock es muy popular.,Rock is very popular.,/rok/,m,,,,media,el,rock,
jazz,jazz,es,technology_media,music,noun,beginner,KS3,El jazz es relajante.,Jazz is relaxing.,/xas/,m,,,,media,el,jazz,
clásica,classical,es,technology_media,music,noun,beginner,KS3,La música clásica es tranquila.,Classical music is calm.,/ˈklasika/,f,,,,media,la,clásica,
reggae,reggae,es,technology_media,music,noun,beginner,KS3,El reggae tiene buen ritmo.,Reggae has a good rhythm.,/ˈreɣeɪ/,m,,,,media,el,reggae,
rap,rap,es,technology_media,music,noun,beginner,KS3,El rap es muy creativo.,Rap is very creative.,/rap/,m,,,,media,el,rap,
electrónica,electronic,es,technology_media,music,noun,beginner,KS3,La música electrónica es moderna.,Electronic music is modern.,/elekˈtɾonika/,f,,,,media,la,electrónica,
folk,folk,es,technology_media,music,noun,beginner,KS3,Me gusta la música folk.,I like folk music.,/folk/,m,,,,media,el,folk,
salsa,salsa,es,technology_media,music,noun,beginner,KS3,La salsa es un género musical.,Salsa is a music genre.,/ˈsalsa/,f,,,,media,la,salsa,
flamenco,flamenco,es,technology_media,music,noun,beginner,KS3,El flamenco es típico de España.,Flamenco is typical of Spain.,/flaˈmeŋko/,m,,,,media,el,flamenco,
cabeza,head,es,health_lifestyle,parts_of_body,noun,beginner,KS3,Me duele la cabeza.,My head hurts.,/kaˈβeθa/,f,,,,body,la,cabeza,
brazo,arm,es,health_lifestyle,parts_of_body,noun,beginner,KS3,Me duele el brazo.,My arm hurts.,/ˈbɾaθo/,m,,,,body,el,brazo,
mano,hand,es,health_lifestyle,parts_of_body,noun,beginner,KS3,La mano está limpia.,The hand is clean.,/ˈmano/,f,,,,body,la,mano,
pierna,leg,es,health_lifestyle,parts_of_body,noun,beginner,KS3,Me duele la pierna.,My leg hurts.,/ˈpjeɾna/,f,,,,body,la,pierna,
ojo,eye,es,health_lifestyle,parts_of_body,noun,beginner,KS3,Me pica el ojo.,My eye itches.,/ˈoxo/,m,,,,body,el,ojo,
oído,ear (inner),es,health_lifestyle,parts_of_body,noun,beginner,KS3,Me duele el oído.,My ear hurts.,/oiˈðo/,m,,,,body,el,oído,
nariz,nose,es,health_lifestyle,parts_of_body,noun,beginner,KS3,La nariz está tapada.,The nose is blocked.,/naˈɾiθ/,f,,,,body,la,nariz,
boca,mouth,es,health_lifestyle,parts_of_body,noun,beginner,KS3,Abre la boca.,Open your mouth.,/ˈboka/,f,,,,body,la,boca,
cuello,neck,es,health_lifestyle,parts_of_body,noun,beginner,KS3,Me duele el cuello.,My neck hurts.,/ˈkweʎo/,m,,,,body,el,cuello,
espalda,back,es,health_lifestyle,parts_of_body,noun,beginner,KS3,Tengo dolor en la espalda.,I have back pain.,/esˈpalda/,f,,,,body,la,espalda,
corazón,heart,es,health_lifestyle,parts_of_body,noun,beginner,KS3,El corazón late rápido.,The heart beats fast.,/koɾaˈθon/,m,,,,body,el,corazón,
estómago,stomach,es,health_lifestyle,parts_of_body,noun,beginner,KS3,Me duele el estómago.,My stomach hurts.,/esˈtomago/,m,,,,body,el,estómago,
fiebre,fever,es,health_lifestyle,illnesses_symptoms,noun,beginner,KS3,Tengo fiebre.,I have a fever.,/ˈfjebɾe/,f,,,,illness,la,fiebre,
dolor,pain,es,health_lifestyle,illnesses_symptoms,noun,beginner,KS3,Tengo dolor de cabeza.,I have a headache.,/doˈloɾ/,m,,,,illness,el,dolor,
tos,cough,es,health_lifestyle,illnesses_symptoms,noun,beginner,KS3,Tengo tos.,I have a cough.,/tos/,f,,,,illness,la,tos,
resfriado,cold,es,health_lifestyle,illnesses_symptoms,noun,beginner,KS3,Estoy resfriado.,I have a cold.,/resfɾiˈaðo/,m,,,,illness,el,resfriado,
gripe,flu,es,health_lifestyle,illnesses_symptoms,noun,beginner,KS3,Tengo gripe.,I have the flu.,/ˈɡɾipe/,f,,,,illness,la,gripe,
náuseas,nausea,es,health_lifestyle,illnesses_symptoms,noun,beginner,KS3,Tengo náuseas.,I feel nauseous.,/ˈnawseas/,f pl,,,,illness,las,náuseas,
mareo,dizziness,es,health_lifestyle,illnesses_symptoms,noun,beginner,KS3,Siento mareo.,I feel dizzy.,/maˈɾeo/,m,,,,illness,el,mareo,
cansancio,fatigue,es,health_lifestyle,illnesses_symptoms,noun,beginner,KS3,Me siento cansado.,I feel tired.,/kanˈsanθjo/,m,,,,illness,el,cansancio,
alergia,allergy,es,health_lifestyle,illnesses_symptoms,noun,beginner,KS3,Tengo alergia.,I have an allergy.,/aˈleɾxia/,f,,,,illness,la,alergia,
infección,infection,es,health_lifestyle,illnesses_symptoms,noun,beginner,KS3,Tengo una infección.,I have an infection.,/inˈfekθjon/,f,,,,illness,la,infección,
médico,doctor (male),es,health_lifestyle,at_the_doctors,noun,beginner,KS3,Tengo una cita con el médico.,I have an appointment with the doctor.,/ˈmeðiko/,m,,,,doctor,el,médico,
doctora,doctor (female),es,health_lifestyle,at_the_doctors,noun,beginner,KS3,La doctora es amable.,The doctor is kind.,/dokˈtoɾa/,f,,,,doctor,la,doctora,
cita,appointment,es,health_lifestyle,at_the_doctors,noun,beginner,KS3,Tengo una cita con el médico.,I have an appointment with the doctor.,/ˈθita/,f,,,,doctor,la,cita,
consulta,consultation,es,health_lifestyle,at_the_doctors,noun,beginner,KS3,¿Dónde está la consulta?,Where is the consultation room?,/konˈsulta/,f,,,,doctor,la,consulta,
receta,prescription,es,health_lifestyle,at_the_doctors,noun,beginner,KS3,Necesito una receta.,I need a prescription.,/reˈθeta/,f,,,,doctor,la,receta,
medicamento,medicine,es,health_lifestyle,at_the_doctors,noun,beginner,KS3,El medicamento es importante.,The medicine is important.,/meðikaˈmento/,m,,,,doctor,el,medicamento,
hospital,hospital,es,health_lifestyle,at_the_doctors,noun,beginner,KS3,El hospital está cerca.,The hospital is nearby.,/ospiˈtal/,m,,,,doctor,el,hospital,
enfermero,nurse (male),es,health_lifestyle,at_the_doctors,noun,beginner,KS3,El enfermero ayuda a los pacientes.,The nurse helps the patients.,/enfeɾˈmeɾo/,m,,,,doctor,el,enfermero,
enfermera,nurse (female),es,health_lifestyle,at_the_doctors,noun,beginner,KS3,La enfermera es amable.,The nurse is kind.,/enfeɾˈmeɾa/,f,,,,doctor,la,enfermera,
examen,examination,es,health_lifestyle,at_the_doctors,noun,beginner,KS3,El examen médico es anual.,The medical examination is annual.,/eɣˈsamen/,m,,,,doctor,el,examen,
síntomas,symptoms,es,health_lifestyle,at_the_doctors,noun,beginner,KS3,¿Qué síntomas tiene?,What symptoms do you have?,/ˈsintomas/,m pl,,,,doctor,los,síntomas,
vacuna,vaccine,es,health_lifestyle,at_the_doctors,noun,beginner,KS3,¿Necesita una vacuna?,Do you need a vaccine?,/baˈkuna/,f,,,,doctor,la,vacuna,
dieta,diet,es,health_lifestyle,healthy_living,noun,beginner,KS3,Como sano y sigo una dieta.,I eat healthily and follow a diet.,/ˈdjeta/,f,,,,health,la,dieta,
ejercicio,exercise,es,health_lifestyle,healthy_living,noun,beginner,KS3,Hago ejercicio regularmente.,I exercise regularly.,/exeɾˈθiθjo/,m,,,,health,el,ejercicio,
descanso,rest,es,health_lifestyle,healthy_living,noun,beginner,KS3,Descanso cuando puedo.,I rest when I can.,/desˈkanso/,m,,,,health,el,descanso,
dormir bien,to sleep well,es,health_lifestyle,healthy_living,verb,beginner,KS3,Duermo ocho horas.,I sleep eight hours.,/doɾˈmiɾ bjen/,,,,health,,dormir bien,,
beber agua,to drink water,es,health_lifestyle,healthy_living,verb,beginner,KS3,Bebo agua todos los días.,I drink water every day.,/beˈβeɾ ˈaɣwa/,,,,health,,beber agua,,
comer sano,to eat healthily,es,health_lifestyle,healthy_living,verb,beginner,KS3,Como sano.,I eat healthily.,/koˈmeɾ ˈsano/,,,,health,,comer sano,,
evitar el estrés,to avoid stress,es,health_lifestyle,healthy_living,verb,beginner,KS3,Evito el estrés.,I avoid stress.,/eβiˈtaɾ el esˈtɾes/,,,,health,,evitar el estrés,,
fumar,to smoke,es,health_lifestyle,healthy_living,verb,beginner,KS3,No fumo.,I don’t smoke.,/fuˈmaɾ/,,,,health,,fumar,,
alcohol,alcohol,es,health_lifestyle,healthy_living,noun,beginner,KS3,El alcohol no es saludable.,Alcohol is not healthy.,/alˈkol/,m,,,,health,el,alcohol,
relajarse,to relax,es,health_lifestyle,healthy_living,verb,beginner,KS3,Me relajo.,I relax.,/relaˈxaɾse/,,,,health,,relajarse,,
comida basura,junk food,es,health_lifestyle,healthy_living,noun,beginner,KS3,Evito la comida basura.,I avoid junk food.,/koˈmið̞a βaˈsuɾa/,f,,,,health,la,comida basura,
revisión,check-up,es,health_lifestyle,healthy_living,noun,beginner,KS3,Voy al médico para revisiones.,I go to the doctor for check-ups.,/reβiˈsjon/,f,,,,health,la,revisión,
España,Spain,es,holidays_travel_culture,countries,noun,beginner,KS3,Voy a España de vacaciones.,I go to Spain on holiday.,/esˈpaɲa/,f,,,,country,la,España,
Francia,France,es,holidays_travel_culture,countries,noun,beginner,KS3,Francia está en Europa.,France is in Europe.,/ˈfɾanθja/,f,,,,country,la,Francia,
México,Mexico,es,holidays_travel_culture,countries,noun,beginner,KS3,México es un país grande.,Mexico is a big country.,/ˈmexiko/,m,,,,country,el,México,
Argentina,Argentina,es,holidays_travel_culture,countries,noun,beginner,KS3,Argentina está en Sudamérica.,Argentina is in South America.,/aɾxenˈtina/,f,,,,country,la,Argentina,
Estados Unidos,United States,es,holidays_travel_culture,countries,noun,beginner,KS3,Viajo a Estados Unidos.,I travel to the United States.,/esˈtaðos uˈniðos/,m pl,,,,country,los,Estados Unidos,
Inglaterra,England,es,holidays_travel_culture,countries,noun,beginner,KS3,Inglaterra está cerca de Escocia.,England is near Scotland.,/iŋɡlaˈteɾa/,f,,,,country,la,Inglaterra,
Alemania,Germany,es,holidays_travel_culture,countries,noun,beginner,KS3,Alemania es famosa por su cerveza.,Germany is famous for its beer.,/aleˈmania/,f,,,,country,la,Alemania,
Italia,Italy,es,holidays_travel_culture,countries,noun,beginner,KS3,Italia es conocida por su comida.,Italy is known for its food.,/iˈtalja/,f,,,,country,la,Italia,
Canadá,Canada,es,holidays_travel_culture,countries,noun,beginner,KS3,Canadá tiene muchos lagos.,Canada has many lakes.,/kanaˈða/,m,,,,country,el,Canadá,
